script,label
 I'm glad you're not a whore,3
 But washing hair? This is no job for a woman as beautiful as you,3
  They should be washing your hair,3
" Emil reaches into his pocket and pulls out SOMETHING, sticks it in the palm of her hand, closing her fingers around it",1
EMIL (CONT'D),2
I don't want to kill you,3
" But if you talk, I will",3
  whispers,4
 I thought you'd want these,3
 He taps her hand,1
he turns and goes out the rear exit,1
  Oleg follows,1
  Jordy arrives,1
JORDY,2
Daphne?,3
 She says nothing,1
JORDY (CONT'D),2
I'm a fire marshal,3
" You remember me from the other night? You are Daphne, right?",3
 She says nothing,1
  Eddie arrives,1
  Daphne turns,1
  Recognizing Eddie,1
EDDIE,2
You don't have to be afraid,3
 We're here to protect you,3
 Come with me,3
 We want to talk to you,3
 You speak English alright?,3
EXT,5
 LUDWIG'S SALON - CONTINUOUS,5
" As they come out, Eddie notices Daphne clutching something in her hand",1
  He reaches for her hand,1
  Opens it,1
  It's a brushed gold necklace,1
EDDIE,2
Did he give you these? Was he just here?,3
 Eddie searches the streets,1
  Notices Oleg and Emil on the far corner,1
  Oleg is videotaping him,1
  Leon and Tommy pull up,1
  Korfin behind,1
  They all pop out,1
  Eddie grabs Leon - squeezes his arm - quietly,1
EDDIE (CONT'D),2
The other side of the street,3
 The guy with the videocamera,3
  back to Jordy,4
 Don't look - put her in the car,3
  to Leon,4
 Stay this side,3
LEON,2
 back to Tommy,4
 Stay with her,3
 They start heading down the curb - trying not to attract the attention of Oleg and Emil,1
 A VIDEO CLOSE-UP,0
 of the scene from across the corner,0
EMIL,2
 Czech,4
 Put the fuckin' camera down! Let's go!,3
 Emil starts to flee,1
 EXT,5
 NYC STREETS - CONTINUOUS,5
" What follows next is an incredible foot chase with Eddie, Jordy, Korfin and Leon running through traffic - chasing Emil",1
  Eddie tries to stay in the lead but is running out of breath,1
EDDIE,2
Split up!,3
" Jordy runs down one side of Madison - Eddie, the other",1
  Korfin continues down 62nd and Leon covers the other side,1
"  They search for Emil, grabbing people, turning them around, missing him",1
  Emil seems to have disappeared,1
" Leon, gun raised, approaches the cafe",1
"  As he rounds the corner, Emil darts out, cracking Leon across the face!  Leon crashes into a table, dropping his gun",1
  Emil scoops up the gun and PISTOL-WHIPS Leon,1
  BEATING the detective to a pulp,1
  People are running from the scene,1
  Emil takes Leon's wallet,1
  He is distracted by LAUGHTER,1
  Oleg is VIDEOTAPING the scene,1
OLEG,2
"Emil, look!",3
 Oleg swivels with the videocamera,1
  Korfin is running toward them - pushing through the crowd,1
  Emil FIRES!  Korfin is blown backwards,1
OLEG (CONT'D),2
Perfect! Cut,3
 Print!,3
 Eddie arrives,1
"  Bends down to Leon, whose face is red with blood",1
"  Jordy runs to Korfin, who's laying in the street, shot in the side",1
  Jordy cradles his partner,1
EDDIE,2
Are you hit?,3
LEON,2
No,3
 I'm okay,3
JORDY,2
 to Korfin,4
" Bobby, Bobby! Where're you hit?!",3
KORFIN,2
It hurts,3
" Aw, Jesus!",3
JORDY,2
Lay down,3
" Stay down, Bobby",3
 Jordy looks up as Eddie steps into the center of the street,1
"  Cars screech out of the way!  Eddie crouches, taking aim at Emil, who is almost two blocks away",1
"  It's an impossible shot, out of range",1
" But Eddie closes an eye, aims and squeezes off one SHOT",1
"  Two blocks away, Emil topples",1
"  Korfin and Jordy look at Eddie, astonished he made the shot",1
  Emil scrambles to his feet,1
  Runs,1
  Eddie holsters his weapon,1
  Pulls out a handkerchief,1
  Dabs Leon's wounds,1
LEON,2
He got my gun! Motherfucker was filming the whole time!,3
EDDIE,2
I know,3
 Relax,3
 Take it easy,3
" Don't worry, we'll get those fuckers",3
   ,0
    DISSOLVE TO:,0
 EMS VEHICLE,5
" Eddie and Jordy watch as Korfin on a stretcher, is loaded in an EMS VEHICLE and in b",1
g,1
", an EMS DOCTOR attends to Leon's bloody face",1
"  Eddie and Jordy turn to go back into the restaurant, now cleared out - as Nicolette Karas arrives with her cameraman",1
NICOLETTE,2
Detective - can you tell us what happened here?,3
EDDIE,2
I can't talk right now,3
 We have some things to take care of,3
" Jordy moves off, he doesn't want to get pulled in front of Nicolette",1
" Daphne can be seen waiting in the back of the restaurant, maybe twenty feet away",1
  Tommy stands next to her,1
  This is where Eddie and Jordy are headed,1
NICOLETTE,2
"I understand, but I noticed that the Fire Marshall is here with you",3
 Is this somehow related to the fire department?,3
EDDIE,2
I really can't give out any information right now at this point,3
NICOLETTE,2
Okay,3
" But I do understand that your partner, Leon Jackson's been injured",3
  Is that correct?,3
EDDIE,2
"He was hurt, but not seriously",3
 He'll be fine,3
NICOLETTE,2
Do you have the suspect in custody?,3
EDDIE,2
Um,3
"now is not a good time, okay",3
  Detective Jackson's hurt,3
 He's fine,3
"  I've got a Fire Marshall shot, Detective Jackson is hurt but not seriously",3
NICOLETTE,2
 to cameraman,4
" Alright, cut, cut, cut",3
 Mike the cameraman cuts the cameraman - lowers it from his shoulder,1
NICOLETTE (CONT'D),2
 to Eddie,4
" Eddie, are you okay?",3
EDDIE,2
Yeah,3
 Now's not a good time,3
NICOLETTE,2
Alright,3
EDDIE,2
Alright?,3
NICOLETTE,2
Alright,3
EDDIE,2
Alright,3
NICOLETTE,2
Okay,3
 Eddie walks into the restaurant,1
"  Throws a look back at her, then enters",1
 INT,5
 ARMAND RESTAURANT - DAY,5
 Jordy talks to Daphne,1
 ,0
DAPHNE,2
"I told your partner, I can't help",3
 I didn't see anything,3
EDDIE,2
"C'mon, start at the beginning",3
 You know these people?,3
DAPHNE,2
Tamina was a friend of mine,3
" My shower was broken, she let me use theirs",3
EDDIE,2
Go on,3
 She says nothing,1
EDDIE (CONT'D),2
"Whether you tell us or not, we'll find out",3
 Better if it comes from you,3
DAPHNE,2
"If I tell you, will you arrest me?",3
EDDIE,2
Arrest you for what? Why would we arrest you?,3
 She still hesitates,1
EDDIE (CONT'D),2
What are you hiding? Why are you afraid,3
JORDY,2
She just saw two of her friends killed!  They probably threatened her,3
EDDIE,2
Is that all there is?,3
 She looks at Eddie,1
EDDIE (CONT'D),2
Are you here illegally? Don't worry about that,3
 We'll talk to Immigration,3
  They won't deport you,3
DAPHNE,2
"No, no, don't talk to Immigration!",3
 She clams up,1
JORDY,2
Why not?,3
EDDIE,2
Something back home?,3
 Jordy leads Daphne to a table - she sits,1
  Eddie sits across from her,1
  Jordy crouches down next to her,1
DAPHNE,2
my little sister and I shared a flat - I came home one night and a man was raping her,3
 His gun was on the chair,3
 He came at me and I shot him,3
JORDY,2
 optimistic,4
 Alright,3
 That's a justifiable homicide,3
DAPHNE,2
"Yes, but he was a cop",3
EDDIE,2
A cop?,3
DAPHNE,2
 beat,4
 I'm from a small town in Slovakia,3
 Like the South here,3
" The Police is right, a civilian is wrong",3
 So I fled,3
EDDIE,2
"Look, we can help you but right now we have to deal with what's happening here",3
  Tell us the truth,3
is that the truth?,3
DAPHNE,2
You're a cop - you'll never believe me,3
JORDY,2
 to Eddie,4
 Can I talk to you?,3
 Eddie steps away with Jordy,1
  Keeping his eyes on Daphne,1
  She tries to listen,1
EDDIE,2
She's fucked,3
 Even if that story is true,3
JORDY,2
Raw deal,3
 Eddie tilts his head,1
  Measures Jordy,1
JORDY (CONT'D),2
Look - let me talk to her,3
" Any leads I get, they're all yours",3
 Just let me have a first crack at her,3
EDDIE,2
You wanna talk to her alone?,3
JORDY,2
Yeah,3
EDDIE,2
What would your girlfriend think of that?,3
JORDY,2
I don't have a girlfriend,3
EDDIE,2
My point exactly,3
JORDY,2
I'm serious here,3
EDDIE,2
So am I,3
JORDY,2
C'mon,3
 You intimidate her 'cause you're a celebrity,3
 She sees me differently,3
EDDIE,2
You're her Savior? Is she the kid you're gonna save from the burning building?,3
JORDY,2
You know what I'm saying here,3
 Eddie looks at his watch,1
  Thinks it over,1
  Measures Jordy,1
EDDIE,2
"Okay, tell you what, I'll give you a head start",3
 You take her to the station house,3
 Don't let her out of your sight,3
  She's the only warm body we got left,3
JORDY,2
Hey,3
 I'm a professional,3
EDDIE,2
Women like that have a way of turning professionals into amateurs,3
 He gives Jordy a look and heads for the door,1
 INT,5
 A SEEDY BATHROOM - DAY,5
" Emil pulls off his sock and shoe, lifts his foot into a stained sink and washes the blood away, exposing the chunk of pink flesh taken out of his ankle",1
"  Emil grabs some toilet paper, plugs the wound, then cuts the towel off the dispenser with his kitchen knife and wraps his ankle",1
  He grits teeth in pain,1
  The lights go out,1
  Then Oleg adjusts the fluorescent light above the sink,1
OLEG,2
Gotta light the scene better,3
 Now it's more moody,3
 like a scene from THE THIRD MAN,3
EMIL,2
Shut up,3
OLEG,2
Does it hurt?,3
 Emil lifts his foot out of the sink,1
EMIL,2
This is nothing,3
" Emil lifts his shirt, exposing his back",1
OLEG,2
"Oh, shit",3
 I hate looking at that!,3
EMIL,2
Don't want to film this?,3
" We don't see what Oleg sees - not yet - but from his expression, it's horrible",1
 INT,5
 JORDY'S CAR - DAY,5
 Daphne rides in the backseat,1
  Jordy's watching her in the rearview,1
DAPHNE,2
Now I become custody of police department?,3
JORDY,2
If you cooperate with the DA - maybe they'll help you with your situation,3
DAPHNE,2
I will if they don't send me back,3
JORDY,2
They won't until this is over,3
 She looks away,1
  Out the window,1
  Jordy sees emotion filling her eyes,1
  She looks back at him - her eyes have teared up,1
DAPHNE,2
Are you married?,3
JORDY,2
Divorced,3
DAPHNE,2
Do you live alone?  beat,3
 I've been in these clothes since,3
the killings,3
 Could we stop at your place?  I could take a shower,3
before I go into custody?,3
 Jordy looks at her,1
  Can't quite tell if she's trying to manipulate him or really just wants to get cleaned up before all the shit starts,1
JORDY,2
I can't take you to my place,3
DAPHNE,2
Somewhere else?,3
 Jordy looks at her,1
  ,0
 EDDIE,2
 Staring right at us,1
EDDIE,2
I want to talk to you about something serious,3
 He holds up the diamond engagement ring,1
EDDIE (CONT'D),2
I want to live the rest of my life with you,3
"I don't know you've been married before and I've never been married, but I do love you, and",3
 Eddie is standing in front of a mirror - rehearsing the proposal,1
  He notices a small dab of blood on his shirtcuff,1
  Leon's blood,1
  Paulie enters carrying a towel and a vodka tonic,1
PAULIE,2
She's here,3
 Paulie sets down the drink and begins their silent ritual,1
  He hands Eddie the towel,1
"  Eddie wipes off his face and hands, then hands the towel back to Paulie",1
  Paulie helps Eddie on with his coat,1
  Eddie takes some Visine out of his coat pocket,1
  Drops a few in each eye,1
"  HE straightens himself and looks in the mirror, taking a big gulp of the drink",1
  Eddie sets the glass down and starts out,1
  Paulie hands him a Binaca,1
  Eddie gives himself a squirt as he exits,1
  Paulie follows,1
 INT,5
 P,5
B,5
 HERMAN'S RESTAURANT - DAY,5
 It's lunchtime,1
it's crowded,1
  Eddie takes a seat at a table,1
  He takes the ring out of his pocket - holds it under the table,1
  Nicolette Karas walks up to Eddie from behind,1
  Gives him a kiss on the cheek,1
NICOLETTE,2
"Hey, honey",3
EDDIE,2
Hey,3
" She orders a drink in Greek from the Greek waiter, then sits down across the table",1
  There's a long pause - they just look at each other,1
NICOLETTE,2
What is your problem? Why'd you snap at me? I just wanted a statement,3
EDDIE,2
I can't,3
I can't answer you just because you want me to answer you!,3
NICOLETTE,2
You didn't have to embarrass me in front of my colleagues,3
 You could give me something,3
EDDIE,2
"Oh, I'm sorry",3
" Did I embarrass you, sweetheart? Oh",3
NICOLETTE,2
Stop it,3
EDDIE,2
"Maybe I should just, ya know",3
"turn to the cameras and say, do you mind if we just work something out?",3
NICOLETTE,2
"Alright, alright, Eddie",3
 Don't patronize me,3
EDDIE,2
I'm not,3
NICOLETTE,2
Yes you are,3
 I'm not just some reporter,3
 I don't just stick a microphone in your face,3
 You could give me something,3
EDDIE,2
"Yeah, well you took the camera and put it right down on the evidence",3
 That was,3
NICOLETTE,2
That was good,3
 You were holding the evidence,3
EDDIE,2
You were merciless,3
 You didn't give a shit if you got me or not,3
NICOLETTE,2
"Well, who was it that taught me how to do that? Huh?",3
EDDIE,2
You're ruthless,3
NICOLETTE,2
You're not so bad yourself,3
 They look at each other,1
NICOLETTE (CONT'D),2
C'mere,3
 They kiss,1
NICOLETTE (CONT'D),2
Look at this,3
 You have blood on your shirt,3
 Whose is it?,3
EDDIE,2
Could be Leon's,3
NICOLETTE,2
Jesus,3
 And last week you came over with blood on your shoes,3
 What am I going to do with you?,3
 Eddie takes her hand,1
EDDIE,2
"You know, I been thinkin'",3
these shoes might look nice with another pair of shoes next to them in the closet,3
 She looks at him,1
EDDIE (CONT'D),2
"You know, Nicky, I've been married twice before",3
" My first wife was a professional woman, didn't have time for children",3
 My second wife,3
I never wanted to go home to her,3
 Nicolette's phone rings,1
  Eddie stops - looks at the ringing phone,1
NICOLETTE,2
What are you doing? What are you saying?,3
 Nicolette's phone keeps ringing,1
  Eddie stares at it,1
NICOLETTE (CONT'D),2
Eddie?,3
 Nicolette's phone keeps ringing,1
NICOLETTE (CONT'D),2
Don't worry about the damn phone,3
 I won't answer it,3
EDDIE,2
Answer the phone,3
NICOLETTE,2
No,3
 Tell me what you want to say,3
EDDIE,2
Answer it,3
NICOLETTE,2
Okay,3
 Okay,3
 Hold that thought just for a second,3
 They only call me when it's an emergency,3
 Just hold that thought,3
  into the phone,4
 Can you call back?,3
PHONE VOICE (O,2
S,2
),2
We need you here in twenty minutes,3
 Get in a cab,3
NICOLETTE,2
What're you talking about?,3
PHONE VOICE (O,2
S,2
),2
Katie,3
 We don't know where she is,3
 We can't find her,3
 You gotta anchor the 5:00,3
 This is your shot,3
 Come now,3
NICOLETTE,2
What? Oh,3
 Okay,3
 Yeah,3
 The line disconnects,1
  She collapses the phone,1
  Turns to Eddie,1
NICOLETTE (CONT'D),2
"Oh my G-d, they want me to anchor",3
 They want me to anchor tonight!,3
EDDIE,2
That's good,3
NICOLETTE,2
Yeah,3
EDDIE,2
"Well, that's great",3
NICOLETTE,2
Okay,3
 That is great,3
" But I can't go now, we're in the middle of something here",3
EDDIE,2
No,3
 Go ahead,3
 You're gonna be great,3
NICOLETTE,2
No,3
" No, listen to me here",3
 I want to know what you're talking about,3
" You know, the shoe thing and the marriages and",3
EDDIE,2
I'll tell you tonight,3
 Let's do it tonight,3
 As soon as you get back we'll talk,3
 We'll talk,3
NICOLETTE,2
Promise?,3
EDDIE,2
I promise,3
 We'll talk,3
 You'll be great,3
 You'll be fine,3
" Go ahead, just imagine that, uh",3
 Just look into the lens and imagine you're talking to me,3
NICOLETTE,2
Yeah,3
 I'll do that,3
 As long as you're not patronizing me,3
EDDIE,2
Patronizing you,3
" Nay, I love you",3
NICOLETTE,2
I love you,3
 They kiss,1
NICOLETTE (CONT'D),2
"Okay, til tonight",3
EDDIE,2
Tonight,3
NICOLETTE,2
You promise?,3
EDDIE,2
Yeah,3
 I promise,3
NICOLETTE,2
Okay,3
" And you know what, I'll swing by my place, grab a couple pairs of shoes and maybe just test them out next to yours",3
How's that,3
 Would that be a good thing,3
EDDIE,2
"Yeah, yeah",3
 Good thing,3
NICOLETTE,2
Okay,3
EDDIE,2
See you later,3
 Good luck,3
NICOLETTE,2
Thank you,3
EDDIE,2
Don't be late,3
 She walks out,1
 INT,5
 FIRE STATION 91 - DAY,5
 Jordy unlocks the door,1
  Enters with Daphne,1
  The fire station is empty,1
JORDY,2
The men are out of quarters - practicing putting out fires,3
DAPHNE,2
So,3
the station is empty?,3
JORDY,2
Yeah,3
 This way,3
 He gestures toward the stairs,1
 INT,5
 FIRE STATION LOCKER ROOM - CONTINUOUS,5
 Jordy and Daphne walk through the locker room,1
  Her eyes never leaving Jordy's,1
JORDY,2
You considered becoming a prostitute?,3
DAPHNE,2
"Yes, I considered it",3
JORDY,2
Did you ever turn tricks before?,3
DAPHNE,2
No,3
JORDY,2
What about back home?,3
DAPHNE,2
No,3
 Daphne stops,1
  Looks at him,1
  Stands very close,1
DAPHNE (CONT'D),2
I came here,3
 I had no money,3
 I knew no one,3
 I couldn't get a job because you have to have a green card to get work,3
  They approached me - I could've made a lot of money,3
" I considered it, but",3
 it's not who I am,3
 They pay me below the table at Ludwig's,3
JORDY,2
So you were never a prostitute?,3
DAPHNE,2
What are you asking me?,3
JORDY,2
I'm just trying to find out who you are,3
 She looks up into his eyes,1
  Searching,1
  Thinking he's hinting,1
DAPHNE,2
Can you let me go?,3
 She leans in close to him - giving him the opportunity to kiss her,1
  Jordy is tempted but,1
remembers Eddie's warning and backs up slightly,1
JORDY,2
Showers are this way,3
" Desperate now, willing to do anything, Daphne moves in even closer",1
DAPHNE,2
You could shower with me,3
 Jordy is locked in her eyes,1
  Almost giving in,1
  Then breaks away,1
  Gestures towards the showers,1
  Daphne looks away form him - crestfallen,1
  She heads to the showers,1
  Jordy follows her into the bathroom,1
  The walls are lined with shower stalls,1
JORDY,2
"I'll uh, I'll get you a towel",3
 He leaves her there,1
  Alone,1
  She quickly moves to the window,1
  Opens it,1
  Looks down,1
  It's a two-story drop to the street,3
 JORDY,2
 gets a towel from the locker room,1
  His beeper goes off,1
  He checks the number but decides not to return the call,1
  We follow him back into the bathroom,1
  The shower is on but he notices the window,1
  It's open,1
JORDY (CONT'D),2
Shit!,3
 He rushes over,1
  He looks out,1
  No sign of her,1
  He turns - looks back at the shower,1
  It's on but he can't see through the curtain,1
  Can't tell if she's there,1
  He walks over - quickly - fearing that she's left,1
  He pulls the curtain aside,1
  She's crouched in the corner shower stall,1
  Holding herself,1
  She looks up at him - her eyes filled with tears,1
JORDY (CONT'D),2
Are you alright?,3
 Jordy sits on the bench next to the shower,1
DAPHNE,2
I'm not a whore,3
 I'm not a whore,3
JORDY,2
I know,3
DAPHNE,2
You don't know,3
 I'm sorry,3
 I was desperate,3
 That's not me,3
 I shot a cop,3
 Can you imagine what they'll do to me when I got to prison?,3
JORDY,2
They're not gonna send you right back,3
DAPHNE,2
I'm sorry,3
 I didn't mean to,3
I'm glad,3
  Actually I'm glad it's over,3
 All this time,3
 Hiding,3
 Never being able to look anyone in the eyes,3
  Always afraid that someone would find out who I was,3
 Never trusting anyone,3
" He covers her with the towel, pulling her up",1
JORDY,2
You can trust me,3
He stands there for a moment,1
,
Then awkwardly holds her,1
 Comforting her,1
  INT,5
 NYC RESTAURANT - DAY,5
 CLOSE UP,1
 on a steak,1
  Male hands cut a piece,1
  Another male hand sets down a huge bottle of Extra Strength Excedrin,1
  The hands abandon the steak and rip open the bottle,1
  The CAMERA pulls back to include the LCD screen of Oleg's videocamera,1
  He is taping Emil as he rips open the safety plastic with his teeth,1
  Emil is sweating with fever and his eyes are glazed over in pain,1
  He 'drinks' pills from the bottle and chews them up,1
  Wincing in pain,1
  Emil washes them down with a beer,1
" Emil looks down and the camera follows his gaze to the ""People"" magazine article he's reading on Stephen Geller",1
  Emil laughs,1
  Shaking his head at the article as the videocamera tilts back up to his face,1
OLEG,2
What is it?,3
EMIL,2
The video of Milos and Tamina - I told you to erase it,3
OLEG,2
I did,3
EMIL,2
"And the whore's murder? You didn't erase that either, did you? Don't lie, I won't be angry",3
OLEG,2
Why not?,3
EMIL,2
"Put the camera down, Oleg",3
 Oleg closes the LCD screen and puts the camera down,1
  Emil removes a small address book -- from Leon's wallet - he looks up Eddie Flemming's name,1
OLEG,2
What is that?,3
EMIL,2
What does it look like? It's an address book!,3
 Oleg jumps up with the camera to tape the book,1
OLEG,2
Let me get a shot of it,3
EMIL,2
Sit down!,3
OLEG,2
This way,3
 Hold it this way,3
 Good,3
 Oleg gets a shot and quickly sits back down,1
OLEG (CONT'D),2
Why won't you be angry at me for keeping my movie?,3
 Emil takes a gulp of beer - drops cash on the table and limps away,1
  Oleg follows,1
  ,0
 INT,5
 PRECINCT - DAY,5
 It's quiet - Chief Duffy paces in front of the Sergeant's desk,1
  Looking at his watch,1
  Growing more and more aggravated as every second ticks by,1
  Jordy enters escorting Daphne,1
  Sees Duffy and tires to go past him,1
  Duffy turns and sees Jordy and Daphne,1
DUFFY,2
Hey,3
 Warsaw,3
 Jordy stops and comes back,1
  Sitting Daphne down on a bench,1
JORDY,2
"Hey, Chief, what are you doing here?",3
DUFFY,2
I came to see how the investigation was going,3
  looks at Daphne,3
 I called and you're not here,3
 I wait up at the station and you don't even show up!!! I beep you - you don't return my call,3
 Where the hell have you been?!,3
 Jordy takes a few steps away from Daphne,1
JORDY,2
Ladder 20 was on the Rock for training,3
  We stopped there,3
 so she could get cleaned up,3
DUFFY,2
"What do you mean, 'cleaned up?'",3
JORDY,2
I let her take a shower,3
DUFFY,2
"A shower!? Did you take one, too?",3
JORDY,2
No! Nothing happened,3
DUFFY,2
Oh really,3
 That's nice,3
 You took a homicide witness to take a shower after your partner was shot? Are you out of your fucking mind?? Are you having that much trouble gettin' dates?!,3
EDDIE (O,2
S,2
),2
I told him to take her there,3
 Jordy and Duffy turn,1
  Eddie walks out,1
  Eddie turns - Tommy - the young detective who caught the case in the King Edward Hotel - is coming out of the back office,1
EDDIE (CONT'D),2
"Tommy, get her outta here",3
 Tommy takes Daphne into the precinct,1
TOMMY,2
"This way, ma'am",3
EDDIE,2
There was too much press hangin' around there,3
 I didn't want her face on the news,3
 So I told him to take her to a quiet area until things settled down,3
DUFFY,2
Oh,3
EDDIE,2
"It was my decision, not his",3
DUFFY,2
"Well, I'm the Deputy Chief Fire Marshall and every now and then I'd like to be included in decisions",3
EDDIE,2
"Look, after Jordy briefs me, you can do the press conference",3
 How about that?  The case is all yours,3
DUFFY,2
Oh yeah,3
? Alright,3
EDDIE,2
 to Jordy,3
 I'm ready to be briefed,3
  to Duffy,3
 Excuse us,3
DUFFY,2
 to Eddie,3
" Yeah, sure",3
  to Jordy,3
 Beep me when you're ready for the press conference,3
JORDY,2
"Will do, Chief",3
" Eddie leads the way, walking past the Sergeant's desk - toward the back and to his office",1
JORDY (CONT'D),2
"Eddie, I",3
 Eddie holds up his hand - silencing Jordy,1
EDDIE,2
Wait,3
 INT,5
 POLICE PRECINCT - DETECTIVE ROOM'S SQUAD - DAY,5
 A handful of detectives talk about work over burned coffee,1
  Eddie enters with Jordy,1
EDDIE,2
Guys,3
give me a few minutes?,3
 They empty out,1
JORDY,2
"Look, Eddie, I'm tellin' you - I didn't touch her",3
EDDIE,2
"Well, you shoulda because nobody's gonna believe you didn't",3
including me,3
JORDY,2
I took her there for a shower and that's it,3
EDDIE,2
Just a shower?,3
 Eddie gives Jordy a questioning look,1
JORDY,2
"Yeah, just her in the shower",3
 Nothing happened,3
" Look, I'm sure you probably think I'm a fool and I fucked up, but",3
EDDIE,2
"No, I don't think you were a fool, I just think you were stupid about it",3
" I mean, to say the least, you outta know better",3
 You don't know her well enough,3
"  She's got the potential to fucking hang you even if she suggests that you made a pass at her, it's fuckin' over",3
" You can deny it all you want, but it will not make one fucking bit of difference",3
  You're dead,3
JORDY,2
"I told you, you know, I thought I was doing the right thing, you know, I think she's innocent",3
EDDIE,2
"Well, it's not up to you to decide whether she's innocent or not",3
" Don't you understand, that's why you're a professional",3
JORDY,2
"But, I mean, didn't you ever go out on a limb for somebody? I mean, you shoulda heard her there",3
 Tellin' her whole story,3
I believed her,3
EDDIE,2
How you go out on a limb for somebody is by giving her a number of an Immigration lawyer,3
" Here, here's a number of an Immigration lawyer",3
 That's how you help her,3
  But you can't get involved in her like that,3
" You're gonna jeopardize your career, your life and you're gonna jeopardize my case",3
 And lemme give you another piece of advice,3
 Maybe you don't watch TV but I'll let you in on a little secret - the whole fuckin' world watches television,3
" And when you get out there, they know your face",3
" And the little fame, the little fuckin' itty bitty fame that I get in this city makes it a lot easier for my job",3
 And I get more done because of it,3
 Jordy studies Eddie for a quiet beat,1
JORDY,2
Why'd you help me back there with the Chief? Why'd you stand up for me like that?,3
EDDIE,2
"You know, I don't know",3
 I like you,3
  You remind me of a puppy I used to have,3
"  He pissed on the rug all the time, but I still kept him",3
 Eddie picks up his cigar that's going out,1
  He sticks it in his mouth,1
  A match is lit,1
  He looks up,1
  Jordy holds the match,1
  Eddie dips the end of the cigar and puffs,1
  The homicide detective and the fire marshal hold a look,1
  ,0
 INT,5
 EDDIE'S APARTMENT - NIGHT,5
 Eddie walks in - carrying flowers,1
  He closes and locks the door behind him,1
  He grabs the phone,1
  Dials,1
EDDIE,2
It's Flemming,3
"anything turn up? Did they check the hospitals? Airports?  Yeah, I hit him! I fuckin' hit him! We should be all over everywhere - with dogs, choppers, everything! These guys are from fuckin' Czechoslovakia",3
 He looks at the flowers,1
  Decides to put the case behind him for a moment,1
EDDIE (CONT'D),2
I'll call you later,3
 He HANGS up,1
  Arranges the flowers in a vase,1
  So they look perfect,1
  Sets them on the coffee table,1
"  Fills out a card, writes, ""Nicky, I love you",1
"  Will you marry me?""  He sticks the card in the flowers - turns the lights down low",1
  Puts a romantic Sinatra song on the stereo,1
  Moves to the liquor cabinet,1
  Pours himself a drink,1
  He sets the ringbox on the coffee table - next to the flowers,1
  There's a knock at the door,1
EDDIE (CONT'D),2
Coming!,3
" Eddie smooths his hair, unlocks the door",1
  But the hallway is empty,1
EDDIE (CONT'D),2
Nicky!?!?,3
 No answer,1
  Eddie steps out in the hallway with the drink in his hand,1
  Walks toward the elevator,1
  Doesn't notice the shadow that passes behind him - entering his apartment,1
  Eddie turns,1
  No sign of anyone,1
EDDIE (CONT'D),2
Nicky?!,3
 He walks back toward his apartment,1
  Turns and locks the door,1
  A BLUR jumps out of the shadows SLAMMING him on the head with a gun,1
  Eddie tumbles to the floor!  OUT COLD!,1
 A BLURRED VIDEO IMAGE,1
 as it's focused - on Eddie - handcuffed and upper body taped to a chair - 20 minutes later - sobered up,1
  Emil is sitting in front of him,1
  On the coffee table alongside him are the flowers in a vase,1
  They've ransacked the place,1
"  Emil has Eddie's watch, his gold shield and his money",1
  He's smoking one of Eddie's cigars and in Emil's hand,1
is the diamond engagement ring and card,1
"  Oleg, 60 MINUTES-style, is positioned behind Emil videotaping Eddie",1
  He moves to the corner of the room - bringing a light back over to illuminate Eddie's face,1
EMIL,2
So,3
who's Nicky?,3
EDDIE,2
What do you want?,3
EMIL,2
Your opinion,3
  leaning forward,3
" You see, they going to make a movie about me, too, Eddie",3
 And write books,3
EDDIE,2
 sarcastic,3
 What's your accomplishment,3
EMIL,2
I kill someone famous,3
EDDIE,2
"Then do it, asshole",3
EMIL,2
Good - be tough to the end,3
 Actor who plays you will want to die like hero,3
 Eddie looks at the videocamera,1
  Emil answers Eddie's look,1
EMIL (CONT'D),2
So tabloids don't have to do re enactments,3
 They going to have real movie this time,3
EDDIE,2
If you kill me and film it you're putting a noose around your neck,3
 Emil turns to Oleg,1
EMIL,2
Turn it off,3
 Oleg obeys,1
  Emil turns to Eddie,1
EMIL (CONT'D),2
No,3
 We are insane,3
 Who else but crazy men would film their murders?  gestures to Eddie,3
" So we kill someone famous and if we are caught, we are sent to mental hospital",3
  But what good is money there? Because once in hospital I say I not crazy,3
  Just pretended to be acquitted,3
 We see psychiatrists,3
 They must certify we are sane and because of your - what is law called?  Eddie says nothing,3
 Oh - I got it,3
" Because of your Double Jeopardy law, we can't be tried for same crime twice",3
" We come out free, rich and famous!",3
OLEG,2
Good idea!,3
EDDIE,2
You really think you'll be able to fool a jury with this bullshit? How fuckin' stupid are you?,3
EMIL,2
Smarter than Americans,3
 You're fed cry baby talk shows all day long,3
" Not only will Americans believe me, they'll cry for me",3
  laughs,3
 So,3
"Detective Eddie Flemming, would you like to say goodbye to your Nicolette?  Maybe you can propose to her now?",3
 Eddie says nothing,1
  Just stares at Emil,1
  Emil puffs on Eddie's cigar,1
EMIL (CONT'D),2
Okay,3
 He has nothing to say,3
  signaling Oleg,3
 Start the camera!,3
OLEG,2
Cut!,3
 Emil looks at Oleg,1
OLEG (CONT'D),2
This is my project,3
 I say 'action,3
' I am the director! You are the talent,3
  You wait for me to say 'action!',3
" Emil looks at Eddie as if to say, ""See what I have to put up with",1
"""  Oleg gestures from behind the videocamera",1
OLEG (CONT'D),2
And,3
action!,3
