sentence,label
I never met your people.,3
CONAN,2
But Khalar Singh has.,3
"He destroyed my people, looking for you.",3
Suddenly Tamara understands.,1
TAMARA,2
The one who came for us?,3
His name is Khalar Singh?,3
CONAN,2
You know this.,3
TAMARA,2
"We did not know who sought us, only that we were sought.",3
CONAN,2
You hid from him.,3
"And while you did, others died in your place.",3
TAMARA,2
"If we did not hide, countless more would have been killed!",3
You do not know what purpose he has for our queen.,3
CONAN,2
"And I do not care, for he will not live to see it bear fruit!",3
Tamara is shocked.,1
TAMARA,2
Wait -- you seek to kill this Khalar?,3
We have the same aim.,3
He takes my queen to Khor Kalba.,3
I have sworn an oath to protect her.,3
I can help you.,3
CONAN,2
Enough lies.,3
Conan puts the gag back in her mouth and binds her hands.,1
EXT.,5
ROCK RIDGE,5
NIGHT,6
"Conan watches the Great Wall silently, absently playing with a DAGGER in his hand as he gauges the many guardposts along the wall.",1
The archers.,1
The barrels of oil.,1
The cavalry.,1
"He feels eyes upon him and looks down at Tamara, still bound and gagged, her eyes burning holes in his forehead.",1
Conan pulls out her gag.,1
CONAN,2
You will keep quiet.,3
TAMARA,2
What use is talking?,3
You won't believe a word I speak.,3
I only want to know this -- how will you kill Khalar?,3
You are too big to play the assassin.,3
CONAN,2
You will be the lure that will draw me close.,3
Then I will scale the wall and cut him down where he stands.,3
TAMARA,2
And the archers and cavalry?,3
They will be napping?,3
CONAN,2
They will not be a problem.,3
Tamara thinks about it.,1
TAMARA,2
No.,3
Not good enough.,3
Conan is shocked by her brazen response.,1
CONAN,2
Did I ask?,3
TAMARA,2
"Should you fail, I'll be left without a weapon, helpless in my enemies hands.",3
"Let me help, Conan.",3
Conan responds by putting the gag back in her mouth.,1
CONAN,2
I will not fail.,3
But still Tamara glares at him -- and we can see the hint of Conan's resolve bending.,1
DISSOLVE TO:,0
EXT.,5
GREAT WALL,5
DAY,6
"Khalar Singh stands atop the wall, awaiting Conan.",1
Fariq draws close.,1
FARIQ,2
"Let me take care of this thief, father.",3
He's beneath your notice.,3
KHALAR SINGH,2
"He killed Remo, likely his cavalry legion as well.",3
"Whatever he is, he is more than a mere thief.",3
"Then, off in the distance, at the far edge of the desert clearing, two figures step out from amongst the boulders.",1
"CONAN AND TAMARA Conan holds a squirming, but bound Tamara.",1
CONAN,2
Be still!,3
Conan thrusts Tamara in Khalar's direction.,1
CONAN,2
(yelling to Khalar),3
I have what you want!,3
Where's my gold?,3
KHALAR,2
Khalar reaches down and lifts a heavy sack of gold coins.,1
KHALAR SINGH,2
(YELLING BACK)!,4
Triple your price.,3
Come and claim it.,3
GATES OF THE WALL - MOMENTS LATER The gates open and Khalar strides out into the clearing.,1
CONAN AND TAMARA stand a hundred feet ahead.,1
KHALAR SINGH,2
Send her to me.,3
CONAN,2
Send the gold.,3
Khalar Singh throws the gold sack.,1
It lands halfway between them.,1
"He sends Tamara ahead, her mouth gagged.",1
"But the moment Tamara reaches the gold -- From out underneath the sand, FOUR HORSEMEN rise up out of the desert floor.",1
"They each bear weighted nets and spiked lances, and they surround Conan.",1
The first rider gallops towards Conan who simply LOPS OFF THE HORSES FRONT LEGS.,1
"As the beast collapses, Conan crushes the rider's skull with his broadsword.",1
"The next two riders attack together, but Conan dodges their nets and rips away one of their spears, only to lodge it into the other rider's chest.",1
"He dives at and tackles the first rider, TOPPLING HIM, ALONG WITH HIS HORSE.",1
He snaps the second rider's neck.,1
"The last rider comes at Conan, who horizontally slashes RIGHT THROUGH THE HORSE'S NECK AND THEN THE RIDER'S NECK.",1
Both human and animal head tumble to the desert floor.,1
"All four riders are dead, in a matter of seconds.",1
KHALAR,2
Smiles.,1
He's got Tamara by the neck.,1
KHALAR SINGH,2
You're fast.,3
But are you fast enough?,3
"Conan's eyes go to the top of the wall, where CHEREN and his archer prepare to fire.",1
Conan rushes forward as the flaming arrows stream toward him.,1
"EXPLOSIONS rip through the air where Conan was, throwing up a huge dust cloud.",1
"Conan bursts out of the dust cloud, lunging in an attack.",1
But Khalar Singh is not there.,1
He has withdrawn inside the gates.,1
"Baring his teeth, Conan runs at the wall itself.",1
"Cheren and the archers let loose another volley at Conan, who evades and strikes away the falling arrows with his sword.",1
REACHES,2
"Explosions fill the air, but none of them scorch Conan as he THE GREAT WALL Conan hits the base of the wall at full stride, like a mountain lion.",1
"Reaching out, he launches himself up, taking half the vertical of the wall in a single leap.",1
"Digging his hand into the seam of the wooden beams, he stops only to vault up again, taking the forty foot wall in two upward bounds.",1
WALL WALK,2
"Conan leaps upon wall walk, the passageway atop the Great Wall.",1
FARIQ,2
Tries to hide his surprise.,1
"Even as he draws his sword, Conan takes out the four SOLDIERS in his way.",1
FARIQ,2
"You should have run, while you could.",3
Conan looks at the sword.,1
It strikes a chord in him.,1
IT IS THE SWORD HIS FATHER FORGED!,1
"Enraged, Conan charges the slight Fariq.",1
Fariq partially parries the attack.,1
"He's obviously well- trained, but he's no match for Conan.",1
The tip of Conan' blade cuts a large gash in Fariq's cheek.,1
KHALAR SINGH,2
Fariq!,3
"Khalar Singh arrives, grabbing his son by his collar and flinging him away from the barbarian.",1
"Fariq struggles to stand, trying in vain to hide his embarrassment.",1
Conan and Khalar Singh size each other up on the narrow wall walk.,1
CONAN,2
I was wondering what it would take for you to stop cowering.,3
KHALAR SINGH,2
I wasn't cowering.,3
I was studying.,3
"You're quite gifted with a sword, but it's not from schooling.",3
Your speed and power makes up for a lack of -- finesse.,3
I've seen such fighting before -- Cimmerian.,3
"Enraged, Conan charges Khalar Singh.",1
"He swings down on Khalar Singh's head, only when the sword reaches it, it finds nothing but air.",1
Khalar is fast.,1
KHALAR SINGH,2
Cimmerian it is.,3
Now it makes sense.,3
"You came for blood, not gold.",3
"Conan responds by lunging in, swinging his broadsword in a broad arc, with all his might.",1
"Even in the small space, Khalar's lateral speed is dizzying.",1
He sidesteps Conan's attack and backhands Conan's face with the flat of his tulwar.,1
"Conan's resolve wavers momentarily, knowing Khalar could have just as easily sliced his throat.",1
KHALAR SINGH,2
Your people barely afforded me a challenge.,3
You're little more than beasts.,3
"Conan comes at Khalar with twice as much fury, smashing entire posts as he hacks at the warlord, who simply evades the attack.",1
"Down the wall walk they move, Conan attacking while Khalar seems complacent enough just to defend.",1
KHALAR SINGH,2
"You've come a long way, barbarian, only to fail.",3
"Khalar ducks Conan's last wild swing and gashes Conan twice, both deeply in his midsection.",1
"Khalar then KICKS Conan, sending the Cimmerian slamming onto the rock parapet.",1
CRUNCH.,1
"Conan lands directly on his back, his sword clattering away from him.",1
Khalar's men back away into a circle.,1
Conan struggles to get on all fours.,1
"Khalar KICKS Conan in his shattered chest, lifting Conan off the ground with his might.",1
"He follows up with a devastating punch to Conan's face, one which lands like a piledriver.",1
CRUNCH.,1
Conan can only bleed as Khalar looms over him.,1
KHALAR SINGH,2
So much for vengeance.,3
(to his soldiers),3
Get me oil -- and a torch.,3
Soldiers quickly bring over a bucket of oil and a lit torch.,1
KHALAR SINGH,2
Is that really the best you could do?,3
Is that as far as you could think ahead?,3
Just rush in and kill me?,3
"Behind Khalar Singh, Conan spots Tamara being brought up, her hands bound.",1
"Her eyes show an intense fear, but resolve as well.",1
TAMARA' HANDS,2
Between the bonds she slips down a blade.,1
It's CONAN'S DAGGER.,1
She quickly cuts her bonds.,1
"With all the attention focused on Conan, no one is quick enough to stop her as GRABS THE TORCH FROM THE SOLDIER, LIGHTING THE ARROWS IN CHEREN'S QUIVER.",1
"Cheren spins around, sees the flames reaching his pitched arrows.",1
CHEREN,2
No!!,3
But it's far too late.,1
"Tamara hits the floor, beside Conan.",1
BOOM.,1
EXPLOSION,2
The blast sends parts of Cheren flying in every direction.,1
"Ukafa, Fariq, and the wall guards are flattened by the concussion.",1
KHALAR SINGH,2
"Khalar Singh, who was standing closer to the explosion, is THROWN AGAINST THE WALL!",1
"The warlord slowly rises, his head pounding from the explosion.",1
He looks up.,1
The entire parapet is on fire.,1
He grits his teeth and climbs the wall.,1
ATOP THE WALL A thick wall of flame rages before Khalar.,1
Conan and Tamara are gone.,1
"He looks over the far side of the wall, where two figures on horseback ride off into the distance, Tamara holding Conan atop the horse.",1
Ukafa and Fariq rise and see what Khalar Singh sees.,1
KHALAR SINGH,2
"Ukafa, you will take half our forces North, to the Sea.",3
I will take the rest South.,3
FARIQ,2
"What of me, father?",3
KHALAR SINGH,2
You will return to Khor Kalba.,3
You will feed the women to the beast until you find our Queen.,3
FARIQ,2
I will not.,3
"Enraged, Khalar Singh grabs him by the back of his head, pulling him in close.",1
KHALAR SINGH,2
I will track the barbarian with you -- You think I care what you wish?!,3
You want to play warrior?,3
It is not in you.,3
"One day you will be king, but warlord, never.",3
FARIQ,2
I can.,3
KHALAR SINGH,2
Let me prove it to you!,3
You will not risk your life again.,3
"You are my line, my successor.",3
You will not throw away all that I have worked for.,3
"A smile creeps up on Ukafa's face, watching Fariq's embarrassment.",1
"He withdraws hastily, all eyes on him.",1
KHALAR SINGH,2
(without looking at Ukafa),3
"If I find you smiling before you bring me the girl, I will take every tooth I see.",3
Ukafa buries the smile as Khalar turns to the wall of flames left in Conan's wake.,1
CUT TO:,0
INT.,5
CORIN'S FORGE,5
NIGHT,6
The flames become the blaze of the forge.,1
CORIN ,2
More wood boy!,3
We must test the steel with our fire.,3
OUT LOGS--,2
"Conan, a young boy again, kneels beside the woodpile, pulling But when he hands them to his father, he notices his father is covered with sword wounds, cut and bleeding.",1
CORIN,2
What are you waiting for?,3
The fire is dying.,3
Conan turns back to the wood pile.,1
"Instead of wood, the pile is full of the bodies of those he recently killed:",1
"Lucius, Remo, etc.",1
The young Conan struggles to push the first body onto the forge.,1
Still the fire diminishes.,1
Conan turns and there is no more wood.,1
And no more bodies.,1
CONAN,2
It's not enough.,3
I've failed you father.,3
CORIN,2
"It will never be enough, Conan.",3
CONAN,2
He spins.,1
"Behind him TAMARA stands, a look of sadness on her face.",1
CORIN,2
"I don't understand -- Through suffering, you will learn your purpose, boy.",3
And you have not begun to suffer yet.,3
INT.,5
ROOM,5
NIGHT,6
Conan's eyes pop open.,1
"He inhales sharply, gripped by the dream.",1
"The room is dark, surrounded by thick draperies.",1
"Conan lies on a straw bed with white sheets, soaked through with his sweat.",1
"He looks to his wounds, all bandaged.",1
He rises--a bit too fast because he falls back to his bed.,1
TAMARA,2
I wouldn't move so fast.,3
"I bound your wounds as best I could, but I'm no healer.",3
Conan looks over to discover Tamara sitting nearby.,1
CONAN,2
Where am I?,3
TAMARA,2
On the Wasp.,3
"You told me where it laid, just before you passed out.",3
Though I can't say as I feel much safer here.,3
"Conan's response is to rise again, his face contorting in pain.",1
TAMARA,2
"Don't embarrass me with thanks, I only saved your life.",3
CONAN,2
You were -- adequate.,3
Conan pulls aside one of the thick draperies that surround his bed.,1
"Behind it lies a staircase, which he ascends.",1
EXT.,5
ZINGARAN GALLEY,5
NIGHT,6
"Conan steps out onto the deck of a sixty-foot djunk, traveling quickly down a wide and powerful river.",1
ARTUS,2
Look what we have here.,3
A hill ape in over his head.,3
"Conan spins to see the rough, brightly dressed Zamoran pirate ARTUS leaping down from the quarterdeck, his sword out.",1
The other ZAMORAN PIRATES draw near as well.,1
"Tamara sees the scene, suddenly uncomfortable.",1
CONAN,2
I was just wondering what that smell was.,3
(sniffs near Artus),3
Now I know.,3
ARTUS,2
We take no stowaways.,3
Only paying passengers.,3
You've best be laden with gold.,3
CONAN,2
"If it's metal you seek, perhaps you'd settle for steel.",3
In a flash Conan's sword lunges forward.,1
CLANG.,1
"It meets Artus's, sparking as they collide.",1
Artus LAUGHS.,1
CONAN,2
Still fast Artus.,3
ARTUS,2
"Fast, deadly, charming, rakishly handsome.",3
(to the pirates),3
All hail Conan!,3
PIRATES,2
All hail Conan!,3
Artus slaps his hand on Conan's back and Conan winces in pain.,1
ARTUS,2
"Sorry, friend.",3
Looks like you've had a rough road.,3
CONAN,2
It won't get easier.,3
Khalar Singh lives.,3
He'll be coming for me and the girl.,3
ARTUS,2
Good.,3
We're scrapping for a fight these days.,3
CONAN,2
This one may be more than you wish.,3
I need you to get me close to Khor Kalba.,3
Artus rubs his beard.,1
ARTUS,2
Rest up.,3
We'll get you there.,3
Conan withdraws to his room.,1
INT.,5
ROOM,5
NIGHT,6
Conan collapses on the bed as Tamara follows him inside.,1
TAMARA,2
We go to Khor Kalba?,3
CONAN,2
I do.,3
Conan puts a brawny arm over his tired eyes.,1
TAMARA,2
No.,3
We do.,3
CONAN,2
Just leave me to sleep.,3
"But Tamara doesn't leave, forcing Conan to respond.",1
CONAN,2
You would risk your life for royalty?,3
Why?,3
"Tamara pauses, realizing she must trust Conan to gain his help.",1
TAMARA,2
"Because she represent freedom, not just ours but all Hyboria's.",3
What do you know of Acheron?,3
CONAN,2
A tall tale.,3
Meant to scare children.,3
TAMARA,2
It is no fable.,3
It's my people's history.,3
"Acheron was an empire that swallowed all of Hyboria, led by the King and his legion of demon warriors.",3
Unstoppable.,3
Insatiable.,3
Immortal.,3
But still it had one weakness.,3
"For the true power of Acheron laid not with its King, but the Queen.",3
"Every twenty years, a new queen from the royal line would be coronated with a crown of iron.",3
"Spikes would pierce her, slowly drain her precious blood, and through her suffering Acheron would remain invincible.",3
"Until one of my ancestors, an Acheronian himself, put a stop to this tyranny.",3
"He and others spirited the new Queen away, hiding her from the empire and all those who would raise it again.",3
CONAN,2
What care I for queens and empires?,3
Conan turns to head back to his bed.,1
"Tamara grabs him, incensed.",1
TAMARA,2
Didn't you hear me?,3
This evil faces us all.,3
All of civilization will fall if the army of Acheron is raised again.,3
CONAN,2
I heard.,3
"Only I would happily put all of your ""civilization"" to the torch myself.",3
TAMARA,2
"But -- you owe me a debt, you thankless oaf!",3
CONAN,2
My only debt is to my people.,3
And it still lies unpaid.,3
EXT.,5
MAN OF WAR,5
NIGHT,6
The enormous siege vessel lies before a burning PORT CITY.,1
"A SAILOR, crying, grovels on his knees before Khalar and his men.",1
SAILOR,2
It was a pirate ship.,3
They left as soon as the girl and the large one boarded.,3
KHALAR SINGH,2
Which way did they sail?,3
SAILOR,2
North.,3
Khalar is surprised.,1
KHALAR SINGH,2
Are you certain?,3
SAILOR,2
"Yes, please, I'm telling you the truth!",3
"Khalar nods to one of his men, who slits the Sailor's throat.",1
"Khalar turns to his FALCONER, with the huge bird of prey on his arm.",1
KHALAR SINGH,2
Send word to Ukafa.,3
They come to him by sea.,3
The Falconer nods and heads off.,1
Khalar looks to his soldiers.,1
KHALAR SINGH,2
Find me a warship.,3
CUT TO:,0
EXT.,5
GALLEY,5
NIGHT,6
"The ship sails like a ghost over black water, the stars lit up impossibly bright.",1
Artus finds Tamara sitting near the bow.,1
He hands her a steaming bowl of food.,1
ARTUS,2
Try not to taste it going down would be my advice.,3
TAMARA,2
You've known Conan long?,3
ARTUS,2
We sailed with him for a while.,3
I would like to say I know the man.,3
TAMARA,2
He is a riddle to me.,3
ARTUS,2
"Aye, he's that too.",3
TAMARA,2
We have the same goal.,3
Why will he not trust me?,3
ARTUS,2
Why would he?,3
He's a stranger in every land he trods.,3
"A man with no home, no people, none but the company of ghosts.",3
And he bears the weight of their deaths every moment of every day.,3
TAMARA,2
That is no way to live.,3
ARTUS,2
He doesn't live.,3
"I've seen in him great mirth, only to watch it smothered by greater melancholy.",3
"He owes a blood debt, and he can entertain no other joy, no other cause, until it is fulfilled.",3
TAMARA,2
"And yet you call him friend, and risk death to help him.",3
ARTUS,2
Let me tell you something of Conan.,3
He will never lie.,3
"He will never break a trust, once given.",3
"And he will never, ever give up.",3
TAMARA,2
He's a stubborn ass.,3
Artus LAUGHS.,1
ARTUS,2
"He is that, lass.",3
He is that.,3
CUT TO:,0
INT.,5
DUNGEON,5
THE PIT,5
NIGHT,6
"AKHUN and his Turanian slavers lead the female monks into a large circular chamber, lit by many torches.",1
"Before them lies a PIT, dark and foreboding, with a bamboo grid placed atop it.",1
"Fariq enters, an AIDE holding the iron box he used earlier.",1
"Fariq has a bandage on his face where Conan struck him, and he looks even more angry and malevolent than before.",1
FARIQ,2
Here we stand again.,3
"Will the queen reveal herself, or must another innocent suffer?",3
"Fariq walks past the row of women, each recoiling.",1
He slaps one.,1
"Then another, his rage only building.",1
FARIQ,2
"My father, he tires of your charade.",3
He grows impatient.,3
But I have no such haste.,3
I enjoy watching you squirm.,3
"Fariq passes Ilira, slowing his pace.",1
"He closes in on the YOUNGEST FEMALE MONK, a true innocent with terrified eyes.",1
FARIQ,2
Perhaps you'd like to see the end your sisters faced back at the monastery?,3
Fariq slowly opens the box before her.,1
ACHERONIAN BOX,2
In the darkness of the box slithers a grotesque TENTACLE.,1
"The tentacle is severed, but still alive, thirsting for blood.",1
"Terrified as she is, the young monk says nothing.",1
Fariq closes the box.,1
FARIQ,2
No?,3
Your fear is not enough yet?,3
Let's try harder.,3
"Fariq nods to the slavers, who unchain her from the rest.",1
FARIQ,2
I've read all there is to know of mighty Acheron.,3
Why would true Acheronians protect a traitor to their own?,3
"You once held the entire world in your grasp, now you hide and cower like pitiful mice.",3
He pushes the girl.,1
"She falls to the grid, the sound echoing down into the pit.",1
AN INHUMAN GROWL emits from the darkness.,1
Something comes.,1
The girl looks below.,1
FARIQ,2
And mice are meant to be swallowed whole.,3
"Suddenly, a MASSIVE TENTACLE, ten times the size of the one in the box, comes hurtling up through the grid.",1
"It grabs the young monk, its barbs ripping into her, dragging her into the darkness below.",1
Her SCREAMS echo.,1
FARIQ,2
What was in the box could only drink from you one at a time.,3
"But the beast of Acheron, it will claim four of you this night.",3
(MORE),4
FARIQ,2
Who will spare the rest and tell me which of you is the queen?,3
"Not a single woman moves, resolved.",1
"Ilira catches herself, but also stays silent.",1
She looks up to see Fariq staring at her.,1
CU - ILIRA'S EYES Her pupils widen in fear as Fariq's cold stare bores into her.,1
FEMALE VOICE ,2
"I am here, swine.",3
Fariq turns -- only it is another FEMALE MONK that glares at him.,1
FEMALE MONK,2
I am the one you seek.,3
Fariq smiles.,1
FARIQ,2
At last.,3
Some bravery.,3
"But of course, you wouldn't expect me to take your word, would you?",3
CUT TO:,0
INT.,5
GALLEY,5
ROOM,5
NIGHT,6
"As the Fariq reaches for her-- Tamara awakens with a SCREAM, her body resting against the curved hull of the ship.",1
TAMARA,2
No!!!,3
"Tamara looks around with a panicked look, until she realizes where she is.",1
CONAN ,2
I hope I awoke with less clamor.,3
"Their roles reversed, now it is Tamara's turn to see Conan sitting nearby, drinking from a flask of mead.",1
TAMARA,2
You're drinking?,3
You were near death this time yesterday.,3
CONAN,2
Is there a better reason to drink?,3
Tamara actually manages to LAUGH.,1
TAMARA,2
Do you think--I could try some of that?,3
I'm curious of its taste.,3
CONAN,2
You've never tasted mead?,3
"Tamara shrugs, embarrassed.",1
Conan hands her flask.,1
"She takes a deep swallow, some spilling out over her cheeks.",1
"But she doesn't cough, and smiles brightly afterwards.",1
TAMARA,2
It's good.,3
"Conan reaches for the flask, but Tamara ignores him, taking another swig.",1
It quickly loosens her tongue.,1
TAMARA,2
Let me ask you something.,3
"Once you've killed Khalar and claimed your vengeance, then what?",3
You will be free from your ghosts.,3
"What of your future, Conan?",3
CONAN,2
I have no future.,3
"It died with my people, as I should have.",3
TAMARA,2
So your life is penance?,3
"For what, for living?",3
"And when you too die, what do you believe happens then?",3
"Conan just shrugs, taking back the mead.",1
CONAN,2
Nothing.,3
"Tamara, her tongue loosened by drink, laughs.",1
TAMARA,2
Nothing?,3
I couldn't live without some kind of belief in the world after this.,3
CONAN,2
"I believe in the cold of steel, the warmth of flesh.",3
All else is fairy tales.,3
TAMARA,2
Perhaps.,3
"But I still die with faith in my heart, belief in something greater than one's self.",3
What will you die with?,3
CONAN,2
Purpose.,3
I die with purpose.,3
DISSOLVE TO:,0
EXT.,5
ZINGARAN GALLEY,5
MORNING,6
"Tamara steps out onto the deck, grabbing her pounding head.",1
Her first hangover.,1
"She hears a THUMPING sound, followed by ANOTHER, and walks towards the side of the deck.",1
"Tamara looks overboard, to the water below.",1
TAMARA'S POV,2
THE RIVER IS FILLED WITH BODIES!,1
"Bloated, they float in blood red water as flies buzz around them.",1
One of them hits the hull of the boat.,1
THUMP.,1
"Tamara blinks, unsure if the vision is real -- but then she's joined by other PIRATES who gape at the bodies below.",1
PIRATE 1,2
To stations!,3
To stations!,3
BLACK WARSHIP,2
"Tamara turns and up ahead spies -- The larger warship cuts through the water, manned by a legion of rowers.",1
"On the deck of the warship, UKAFA and his SPEARMEN stand.",1
The SAILORS get the most out of the billowing black sails.,1
The ship gains fast.,1
THE GALLEY,2
"Conan exits his room, sees the danger.",1
Artus appears at his side.,1
ARTUS,2
What do you think?,3
"They have us outnumbered, but we might beat their speed.",3
CONAN,2
That is what they wish.,3
"They drive us to another force, approaching from the south.",3
ARTUS,2
Then we fight?,3
CONAN,2
No.,3
We give them what they think they want.,3
(to the Pirates),3
About ship!,3
Now!,3
"The pirates leap into action, tacking and turning the galley with great speed and efficiency.",1
THE WARSHIP,2
"Ukafa smiles, his gold teeth shining.",1
The ship's CAPTAIN stands beside him.,1
CAPTAIN,2
They're turning to run.,3
UKAFA,2
Good.,3
We only need stay close.,3
THE GALLEY,2
"Is turned around now, fleeing.",1
ARCHERS from the Warship fire arrows that barely reach the Galley.,1
The Pirates dodge the few that land on deck.,1
Tamara reaches Conan and Artus.,1
She's worried to say the least.,1
ARTUS,2
And now?,3
CONAN,2
Let us show them why she is called the Wasp.,3
Artus smiles.,1
He was hoping Conan would say that.,1
TAMARA,2
Why is she called the Wasp?,3
ARTUS,2
Open astern!,3
Load the stinger!,3
The Pirates rush to the back of the ship.,1
"THE BLACK WARSHIP The Captain stares ahead, confused.",1
CAPTAIN,2
They are doing -- something.,3
"Sure enough, the stern of the ship begins to part, revealing - A MASSIVE CROSSBOW Mounted with a barbed harpoon, fifteen feet long.",1
CONAN,2
Fire!,3
They fire the weapon.,1
"The harpoon races for the bow of the Warship, a thick rope trailing it.",1
"It smashes into the wood, ripping through it like it was paper.",1
CONAN,2
Rip her apart!,3
"The Pirates grab the heavy rope and run, pulling the rope, and the harpoon back towards the Wasp.",1
"As it's pulled out, the barbs of the harpoon rip a wider hole in the warship.",1
WARSHIP,2
The Captain and crew are in a panic.,1
Men rush to patch the gaping hole in the hull.,1
SAILOR,2
We're taking on water!,3
CAPTAIN,2
Hard to port!,3
UKAFA,2
No.,3
CAPTAIN,2
Let them fire again!,3
We will sink.,3
Ukafa guts the captain with his spear.,1
UKAFA,2
So be it.,3
(to his spearmen),3
Get below.,3
Be ready.,3
GALLEY,2
The pirates load the harpoon in the crossbow device a second time.,1
CONAN,2
Fire!,3
"It fires, smashing again into the wooden hull of the Warship.",1
WARSHIP - INSIDE,1
The harpoon lodges deep inside the hull -- where Ukafa and his spearmen wait.,1
UKAFA,2
Now!,3
They rush forward and grab onto the harpoon.,1
GALLEY,2
ARTUS,2
Bring her back!,3
"Again, the pirates pull the harpoon back out.",1
It falls into the water as they pull on the rope tied to it.,1
They do not notice Ukafa and his dozen spearmen clasping the very same rope as its pulled toward the Galley.,1
Artus looks at the Warship.,1
It's foundering and sinking quickly.,1
ARTUS,2
She's dead in the water!,3
A CHEER goes up among the pirates -- And then one PIRATE takes a spear through the chest.,1
"All eyes turn to the side of the Wasp, where Ukafa and his men climb aboard.",1
Conan's eyes alight with fury.,1
CONAN,2
Good.,3
I was growing weary with boredom.,3
Conan motions to a pair of pirates.,1
CONAN,2
Hide her below.,3
BATTLE,2
The Spearmen rush to the attack.,1
"The pirates spring to the defense of the ship, countering the Spearmen with cutlass and dagger.",1
Ukafa marshals his men as a fierce battle rages.,1
UKAFA,2
Find the girl!,3
"The Spearmen quickly make their way to the interior of the galley, throwing the dead bodies of the pirates overboard.",1
CONAN,2
"Conan grabs the nearby jib, swings over, and plants both feet in the face of one of the spearmen, knocking him over the side.",1
ARTUS,2
"The sea captain proves dangerous in his own right, grabbing the head of one of the Spearmen and violently pulling it down to the gunwale of the ship, impaling the Spearman's eye on a handspike.",1
UKAFA,2
"The massive warrior shows incredible speed as well, dodging one cutlass attack only to turn the weapon upon another pirate.",1
CONAN,2
"The Cimmerian cuts through a Spearman, his gaze focused on Ukafa.",1
Ukafa stares right back as he runs through a pair of pirates.,1
"Finally, the two warriors stand only feet apart.",1
The two warriors eye each other with satisfaction.,1
"Ukafa's frightening, sharpened gold teeth shine as he smiles.",1
UKAFA,2
"We are each the last of our tribe, Cimmerian.",3
Yours dies this day.,3
"Conan responds by lunging forward, swinging his sword in a broad arc.",1
"Ukafa is just as quick, stepping back and allowing his spear to block the swing.",1
"Ukafa whirls the war spear in great circles, forcing Conan to parry, stepping back beyond the spear's reach.",1
"The two powerful warriors trade blows back and forth, neither able to gain the advantage.",1
UKAFA,2
"Your head will top my spear today, but know Khalar's pig son will soon share your fate.",3
"Ukafa tries to spear Conan through the chest, and Conan decides to drop his sword, grabbing the spear as it passes by him.",1
"Conan then pulls on the spear, throwing Ukafa off his balance, towards Conan.",1
"Conan then kicks the warrior in the chest, hurtling Ukafa backwards.",1
Now Conan turns the spear on its master.,1
"Ukafa, unarmed, is forced to backpedal as Conan thrusts the spear at him.",1
"A pair of close misses leaves Ukafa with gashes on his chest and arm, but he manages to knock the spear from Conan's hands.",1
The battle goes to hand-to-hand.,1
"It's primal, each of them covered in blood.",1
"Ukafa bear hugs Conan, then resorts to using his teeth to bite into Conan's shoulder.",1
"Conan YELLS IN PAIN, butting Ukafa's head and knocking him back.",1
"Conan falls to the stern of the ship, his back against the harpoon crossbow.",1
"Ukafa shakes off the head butt, and sees his spear nearby.",1
He picks it up.,1
UKAFA,2
"Now finally, you die.",3
"He raises up to hurl the spear through Conan, only to see Conan manning the harpoon, NOW TURNED TO FACE UKAFA.",1
"The crossbow fires and the harpoon punches a massive hole through Ukafa, its momentum throwing him off the galley, into the sea beyond.",1
TAMARA,2
She hides inside a small compartment of the ship.,1
"She hears FOOTSTEPS walking past, then returning.",1
An ARM suddenly reaches in and grabs her.,1
"As she's pulled out, Tamara SCREAMS right in Conan's face.",1
He doesn't even flinch.,1
CONAN,2
Time to go.,3
EXT.,5
GALLEY,5
NIGHT,6
"The battle ended, the pirates toss the dead Spearmen into the sea and prepare to make sail again.",1
"Meanwhile, Conan lashes his sword to his back, standing by the gunwales with Tamara and Artus, a SMALL DINGHY waiting below.",1
ARTUS,2
I could get you closer.,3
CONAN,2
"Another half day along the coast -- I need you head west, to draw off our pursuers.",3
I'll find another path to Khor Kalba.,3
ARTUS,2
So be it.,3
Swift wind at your backs.,3
EXT.,5
DINGHY,5
DAY,6
Conan rows away from the galley with powerful strokes.,1
TAMARA,2
So you are taking me with you to Khor Kalba.,3
CONAN,2
I never said that.,3
"But I won't leave a virgin onboard a pirate ship, alone.",3
TAMARA,2
I -- but -- who said I was a virgin?,3
"Conan just shakes his head as a parting fog reveals a large Colossus head, the fallen remains of an enormous statue, lying agape on the shoreline.",1
INT.,5
COLOSSUS HEAD,5
DUSK,6
"Conan pulls off his jerkin, revealing a torso rippling with muscles.",1
CONAN,2
We'll rest here until morning.,3
TAMARA,2
Will I awake alone?,3
Do you intend to leave me?,3
CONAN,2
I would do you a kindness.,3
Khor Kalba will bring only death.,3
TAMARA,2
"Please, Conan.",3
Artus told me of how you lost your tribe.,3
I too had to watch as my people were taken from me.,3
"Conan ignores her, gathering wood for a fire.",1
TAMARA,2
All I ask is that you let me travel with you.,3
I too have a purpose.,3
I must get to the queen.,3
"I would rather you kill me here, than fail her again.",3
"Conan continues collecting, infuriating Tamara.",1
TAMARA,2
I was wrong about you.,3
You are no fearless warrior.,3
Your heart is closed to all but fear -- and hate.,3
"Conan draws flint, starting the fire.",1
Only once his task is complete does he answer Tamara.,1
CONAN,2
We leave at dawn.,3
I will not break stride for you.,3
Not once.,3
I will get you into Khor Kalba.,3
