sentence,label
"The proper application of strength, the door'll lift free.",3
Just calls for the right lever and fulcrum.,3
"Jack watches Will as he speaks, and it dawns on him -- Will is the spitting image of someone he's known in the past.",1
JACK,2
Your name is Turner.,3
Will gives him a puzzled look.,1
WILL,2
Yes.,3
Will Turner.,3
Jack grins.,1
JACK,2
Will Turner...,3
(he stands),4
"I'll tell you what, Mr. Turner.",3
I've changed my mind.,3
"You spring me from this cell, and on pain of death, I'll you to the Black Pearl.",3
(sticks out his hand),4
Do we have an accord?,3
Will gives him a suspicious look.,1
The deal seems too good.,1
"Jack keeps his hand out, still smiling.",1
Will shakes it.,1
WILL,2
Agreed.,3
JACK,2
Agreed!,3
"Will looks around, figures out what he needs.",1
"He makes a chair his fulcrum, and levers the long bench under the door.",1
"Pushes down it's hard work but the cell door rises, and then falls forward, CRASHING down on the bench and chair.",1
Jack is impressed.,1
He steps out of the cell.,1
WILL,2
Someone will have heard that.,3
Hurry.,3
Will heads for the door.,1
"Jack searches the desk, cupboards.",1
JACK,2
Not without my effects.,3
WILL,2
We need to go!,3
"Jack finds his pistol, sword belt, and compass.",1
"Straps on the belt, checks the shot in his pistol.",1
WILL,2
Why are you bothering with that?,3
JACK,2
"My business, Will.",3
"As for your business -one question, or there's no use going.",3
(joins Will at the door),4
This girl what does she mean to you?,3
How far are you willing to go to save her?,3
WILL,2
(no hesitation),4
I'd die for her.,3
JACK,2
Good.,3
EXT.,5
PORT ROYAL - DOCKS,5
MORNING,6
"The Jolly Mon, four inches of water in the bottom, squats low in the water, heeled to one side, creaking on its lines.",1
JACK,2
"Ah, now there's a lovely sight!",3
Jack hops down into the boat.,1
Prepares to make way.,1
JACK,2
I knew the Harbormaster wouldn't report her.,3
"Honest men are slaves to their conscience, and there's no predicting 'em.",3
But you can always trust a dishonest man to stay that way...,3
"Jack notices that Will is standing, frozen on the dock, staring at the boat in dismay.",1
JACK,2
Come aboard.,3
WILL,2
"I haven't set foot off dry land I was twelve, when the ship I was on exploded.",3
(regards the boat),4
It's been a sound policy.,3
JACK,2
No worries there.,3
She's far more likely to rot out from under us.,3
"Will steels himself, steps into the boat as if its going to capsize with the slightest movement.",1
Jack hoists the sail.,1
JACK,2
"Besides, we are about to better our prospects considerably.",3
He nods toward the H.M.S.,1
"Dauntless, looming in the harbor.",1
Will whiteknuckles the gunwales.,1
WILL,2
We're going to steal a ship?,3
That ship?,3
JACK,2
Commandeer.,3
We're going to commandeer a ship.,3
Nautical term.,3
WILL,2
It's still against the law.,3
JACK,2
So's breaking a man out of jail.,3
"Face it, Will: you may say you'll never be a pirate, but you're off to a rip-roaring start.",3
(smiling),4
My advice smile and enjoy it.,3
EXT.,5
PORT ROYAL,5
MORNING,6
"The Jolly Mon bobs its way across the bay, dwarfed against the H.M.S.",1
Dauntless.,1
Will holds a stay line with iron fists.,1
WILL,2
"This is either crazy, or brilliant.",3
JACK,2
Remarkable how often those two traits coincide.,3
The Jolly Man nears the rudder of the much larger ship -,1
EXT.,5
H. M. S. DAUNTLESS - MAIN DECK,5
MORNING,6
"There's been a breakdown in discipline; about a dozen Navy sailors are gathered together on the main deck, playing dice.",1
Murtogg and Mullroy among them.,1
"Suddenly, Jack and Will jump out, into the open - brandishing pistols.",1
JACK,2
Everybody stay calm.,3
We're taking over the ship!,3
WILL,2
(a beat),4
Aye!,3
Avast!,3
"Jack gives him a look, shakes his head: don't do that.",1
The sailors all look at them and then burst out LAUGHING.,1
"They grin, shake their heads.",1
"Jack stands there, grinning with them but his gun is still level.",1
"The Lieutenant, GILLETTE, steps forward.",1
GILLETTE,2
You're serious about this.,3
"Jack moves his pistol across, points it at Gillette.",1
JACK,2
Dead serious.,3
GILLETTE,2
You understand this ship cannot be crewed by only two men.,3
You'll never make it out of the bay.,3
JACK,2
We'll see about that.,3
More guffaws from the crew.,1
"A couple sailors move forward, hands on swords -- Gillette holds up a hand.",1
GILLETTE,2
"Sir, I'll not see any of my men killed or wounded in this foolish enterprise.",3
JACK,2
Fine by me.,3
"We brought you a nice little boat, so you can all get back to shore, safe and sound.",3
GILLETTE,2
(a curt nod),4
Agreed.,3
"You have the momentary advantage, sir.",3
But I will see you smile from the yard arm sir.,3
JACK,2
As likely as not.,3
(calling),4
"Will, short up the anchor, we've got ourselves a ship!",3
EXT.,5
DAUNTLESS - STERN,5
MORNING,6
"Sailors make their way down a rope ladder, crowd onto the Jolly Mon.",1
"Will pushes hard against the windlass, to no avail ... the anchor is too heavy for one man.",1
Jack notices.,1
JACK,2
A little help?,3
"Gillette shrugs, gestures to Murtogg and Mullroy.",1
"The three men throw their weight into the windlass, and it turns.",1
Jack's pistol is on them the whole time.,1
MURTOGG,2
I can't believe he's doing this.,3
"The windless turns, bringing Mullroy into view.",1
MULLROY,2
"You didn't believe he was telling the truth, either.",3
"The windless turns some more, and there's Gillette.",1
GILLETTE,2
"(over his shoulder, to Will)",4
"Do you have any idea, boy, what you're doing?",3
Another quarter turn -,1
WILL,2
No.,3
EXT.,5
DAUNTLESS - FORECASTLE,5
DAY,6
"Jack and Will crank a capstan, raising the forward jib sail.",1
It luffs and billows out.,1
"The huge ship inches forward slowly, pulled by just the one sail.",1
Jack grins.,1
JACK,2
"Lookee there, mate!",3
We're underway!,3
EXT.,5
PORT ROYAL - DOCK,5
DAY,6
"Norrington moves along, concentrating on a manifest.",1
"Alongside him is governor Swann, who glances over - Sees the tiny Jolly Mon headed toward them, riding low in the water, overloaded with sailors.",1
"Beyond that, the Dauntless sails albeit slowly for open waters.",1
SWANN,2
Commodore --,3
NORRINGTON,2
A moment.,3
SWANN,2
But --,3
NORRINGTON,2
Please.,3
SWANN,2
"Dammit, man, it appears someone is stealing your ship!",3
Norrington glances out at the bay.,1
"Sure enough, the Dauntless is on the move.",1
"Norrington takes a brass telescope from his belt, opens it, trains it on -- The main deck.",1
He picks out Will -,1
NORRINGTON,2
"Rash, Turner, too rash.",3
"then spots Jack, at the wheel.",1
Lowers the telescope.,1
NORRINGTON,2
"That is, without doubt, the worst pirate I have ever seen.",3
EXT.,5
H . M. S. DAUNTLESS,5
DAY,6
"Out in the open sea, Jack leans on the wheel, relaxed; not much sailing to do with a following wind.",1
Will looks back -,1
WILL,2
They're coming!,3
"He points: the sails of the Interceptor fill out, and the ship cuts through the water toward them-",1
EXT. H.M.S. INTE,5
RCEPTOR,5
DAY,6
Norrington's smaller ship quickly comes alongside the slowmoving Dauntless.,1
Its decks appear empty.,1
"Grappling hooks are thrown, and sailors draw the two ships together.",1
Norrington's men swarm across.,1
NORRINGTON,2
"Search every cabin, every hold, down to the bilges!",3
"PULL BACK, away from the Dauntless, and past the railing of the Interceptor, where a single SENTRY stands watch and we find a soaked Jack and Will as they climb up over the side of the smaller ship, unseen.",1
"Jack tackles the Sentry from behind, covers hi1rmouth.",1
JACK,2
Can you swim?,3
(the man struggles),4
Can.,3
You.,3
Swim?,3
Jack removes his hand.,1
SENTRY,2
"Of course, sir.",3
Like a fish.,3
"I grew up summers living in Dover, with my uncle -",3
JACK,2
Good.,3
"Jack lifts the man up, throws him overboard.",1
Quickly unties the ropes to the grappling hooks.,1
"Will cranks the capstan bars, raising the foresail -",1
EXT.,5
H . M. S. DAUNTLESS,5
DAY,6
Norrington emerges from a gangway and sees his other ship moving away.,1
NORRINGTON,2
Sailors!,3
Back to the Interceptor!,3
But the distance is already too great.,1
"One brave sailor tries to swing across on a rope, Errol-Flynn style, but falls short with a splash.",1
"Jack waves, and shouts across the distance -",1
JACK,2
"Thank you, Commodore, for getting our ship ready to make way!",3
We'd've had a hard time of it by ourselves!,3
"Norrington seethes, but his order to Gillette is measured:",1
NORRINGTON,2
Raise the sails.,3
GILLETTE,2
"The wind is quarter from astern ... by the time we're underway, we'll never catch them.",3
NORRINGTON,2
"We need only to come about, to put them in range of the long nines.",3
Gillette looks surprised at the order but relays it.,1
GILLETTE,2
Hands!,3
Come about!,3
Jackets off the cannons!,3
(to Norrington),4
We are to fire on our own ship?,3
NORRINGTON,2
Better to see it at the bottom of the sea than in the hands of a pirate.,3
The STEERSMAN turns the wheel.,1
The Dauntless' course does not change one whit.,1
STEERSMAN,2
"Captain, there's a problem.",3
The Steersman spins the wheel.,1
"It goes round and round, with no signs of slowing.",1
STEERSMAN,2
"He's disabled the rudder chain, sir.",3
NORRINGTON,2
So it would seem.,3
The Interceptor dwindles with distance.,1
"Gillette watches it go, with some degree of admiration.",1
GILLETTE,2
He's got to be the best pirate I've ever seen.,3
"Norrington reaches out, stops the spinning ship's wheel.",1
NORRINGTON,2
So it would seem.,3
The Interceptor makes for the horizon line.,1
"A SLOW DISSOLVE and with the time passage, the ship is gone; the sky turns a deep twilight blue -",1
EXT.,5
CARIBBEAN SEA,5
EVENING,6
with the fat white moon riding just above the horizon.,1
"Suddenly, the edge of a black sail cuts into the foreground, accompanied by the ROAR of the wind and the SNAP of canvas -",1
INT.,5
BLACK PEARL - CAPTAIN'S CABIN,5
EVENING,6
Elizabeth stalks the cabin.,1
"Pintel enters, carrying a black silk dress.",1
PINTEL,2
"You'll be dining with the Captain, and he requests you wear this.",3
ELIZABETH,2
Tell the captain that I am disinclined to acquiesce to his request.,3
PINTEL,2
(happy),4
He said you say that!,3
"He also said if that be the case, you'll be dining with the crew, and you'll be naked.",3
"Angry, Elizabeth holds out her hand.",1
Pintel's grin fades.,1
PINTEL,2
(hands it over),4
Fine.,3
"He exits, pouting.",1
Elizabeth examines the dress -,1
INT.,5
BLACK PEARL - CAPTAIN'S CABIN,5
NIGHT,6
"Barbossa enters, followed by PIRATES carrying trays of food, wine, table setting, etc.",1
Elizabeth stands at the small table in the dress lovely.,1
BARBOSSA,2
"Maid or not, it fits you.",3
ELIZABETH,2
Dare I ask the fate of its previous owner?,3
BARBOSSA,2
"Now, none of that.",3
Please dig in.,3
The table is set.,1
"Elizabeth sits, cuts a tiny piece of meat, eats it daintily.",1
BARBOSSA,2
"No need to stand on ceremony, and no call to impress anyone.",3
You must be hungry.,3
"Elizabeth drops the pretense: she's starving, and begins to eat like it.",1
Barbossa watches her intently.,1
BARBOSSA,2
Try the wine.,3
"Elizabeth does, a huge swig; she tears off a hunk of bread, devours it.",1
BARBOSSA,2
And the apples one of those next.,3
She starts to bite into the apple stops.,1
She is suddenly aware of Barbossa's gaze and that he is not eating.,1
ELIZABETH,2
It's poisoned!,3
She shoves her plate away and takes the opportunity to palm her knife.,1
Barbossa LAUGHS.,1
BARBOSSA,2
"Oh, there would be no sense in killing you, Miss Turner.",3
ELIZABETH,2
Then why aren't you eating?,3
BARBOSSA,2
Would that I could.,3
"He produces the medallion, lets it dangle from his fingers.",1
BARBOSSA,2
"Do you not know what this is, then?",3
ELIZABETH,2
It's a pirate medallion.,3
BARBOSSA,2
It's a piece of the treasure of Isla de Muerta .,3
"Elizabeth gives an infinitesimal shrug, intrigued despite herself.",1
BARBOSSA,2
"Ah, so you don't know as much as you pretend.",3
"Back when Cortes was cutting a great bloody swath through the New World, a high priest gave.",3
"him all the gold they had, with one condition: that he spare the people's lives.",3
"Of course, Cortes being Cortes, he didn't.",3
(nods),4
"He'd've made a great pirate, that one.",3
"Barbossa stands, moves to a shelf.",1
Puts a key to a medium- sized polished wooden box the Captain's chest.,1
Opens it.,1
BARBOSSA,2
"So the priest, with his dying breath, called on the power of the blood of his people, and put on the gold a curse.",3
"If anyone took so much as a single piece, as he was compelled by greed, by greed he would be consumed.",3
"Inside the chest are charts, some gold, a sextant and a few pages of a Mayan CODEX, pieces of tree bark inscribed with Mayan glyphs.",1
"Barbossa removes them carefully, sets them on the table.",1
Pours over them.,1
BARBOSSA,2
"Within a day of leaving port for Spain, the treasure ship carrying the gold ... something went wrong.",3
"The ship run aground, every man aboard dead, save one.",3
He survived long enough to hide the gold ashore.,3
(beat),4
"Over time, the dark magic of the curse seeped into the place, making it a cursed island.",3
An island of death.,3
Isla de Muerta.,3
He looks up.,1
"Elizabeth has been rapt, involved in the story -but feigns a dismissive attitude.",1
ELIZABETH,2
"That's all very interesting, but I hardly believe in ghost stories any more.",3
Barbossa is angry.,1
"He stands, sweeps the food off the table.",1
BARBOSSA,2
You idiot girl!,3
It's no make- believe!,3
"My crew and I, we found the gold, and we did more than take one piece, we took it all.",3
Rich men we were and we spent it and traded it and gave it away in exchange,3
for drink and food and pleasant company.,1
"But we found out: the drink could not sate us, and the food turned to ashes in our mouths, and no amount of pleasant company could ease our torment.",1
"(regains his composure) We are cursed men, Miss Turner, condemned, to be forever consumed by our own greed.",1
"Gold calls to UB, always, and we are driven, always, to find more, and add it to the treasure.",1
Barbossa picks up the priceless Codex.,1
Crushes them in his fist.,1
BARBOSSA,2
There is but one way to remove the curse.,3
"All of the scattered pieces of the treasure must be restored in full, and the blood repaid.",3
(he throws the pages,4
aside),4
We've recovered every piece save for this.,3
(holds up the medallion),4
And as for the blood ... that's what we have you for.,3
"(pleasant, finally",4
getting to his point),4
And that's why there's no sense in killing you.,3
Yet.,3
"Elizabeth stares at him, horrified.",1
"Using the toe of his boot, Barbossa flips an apple up off the floor, catches it, extends it to Elizabeth.",1
BARBOSSA,2
Apple?,3
"Elizabeth slowly reaches for the apple and then comes up out of her chair, trying to run around Barbossa_ They struggle briefly, and then suddenly he shoves her away- Elizabeth's stolen KNIFE is buried in Barbossa's chest, to the hilt Barbossa is completely unaffected.",1
"He opens his shirt to get a better look at the knife, pulls it out with little effort.",1
"There is BLOOD on the blade, but none anywhere else.",1
BARBOSSA,2
"I'm curious after killing me, what is it you were planning to do next?",3
"Elizabeth backs away, whirls and barrels out the door -",1
EXT.,5
BLACK PEARL - MAIN DECK,5
NIGHT,6
-- Elizabeth comes to dead stop.,1
"She stares, her jaw working, trying to scream but unable to - The pirate crew works at their stations, coiling lines, navigating the ship, swabbing decks but where the moonlight falls across their bodies, they are nauqht but",1
SKELETONS. .,5
"Elizabeth turns away from the sight - Barbossa stands just inside the doorway, out of the moonlight.",1
He grabs her roughly by the shoulders and jerks her back around -- Elizabeth shuts her eyes -,1
BARBOSSA,2
Look!,3
(shakes her),4
LOOK!,3
The moonlight shows us for what we really are!,3
We are not among the living and so we cannot die -,3
"He spins her back around to face him he leans forward, putting his face in the moonlight, turning it into a gleaming SKULL with gold and silver teeth -",1
BARBOSSA,2
but neither are we dead!,3
"We have all the desires of the living, but cannot satisfy them!",3
"Ten years I have been parched of thirst, and unable to quench it!",3
"Ten years, I have been starving to death and haven't died!",3
(raises his hand),4
BARBOSSA,2
"And I have not felt anything for ten years ... Not the wind on my face, nor the spray of the sea ...",3
(reaches toward,4
Elizabeth),4
... nor the flesh of a woman ...,3
Elizabeth flinches away from the skeletal hand.,1
"It drops away he takes a bottle of wine from the opened case beside the cabin door, uncorks it with his teeth, raises it",1
-,0
BARBOSSA,2
"You'd best start believing in ghost stories, Miss Turner.",3
Because now you're in one.,3
"He tilts the bottle and drinks it runs over his jaw, through his rib cage, drenching his clothes.",1
"Elizabeth darts around him, back into the cabin, and shuts the door.",1
Barbossa hurls the bottle away.,1
INT.,5
BLACK PEARL - CAPTAIN'S CABIN,5
NIGHT,6
"Elizabeth huddles in the far corner of the cabin, terrified.",1
EXT.,5
CARIBBEAN SEA,5
DAY,6
The Interceptor cuts across the waves.,1
"Jack at the wheel; Will tightens a line, moves back astern.",1
EXT. INTE,5
RCEPTOR - MAIN DECK,5
DAY,6
Will sharpens his sword with a whetstone: shhhk shhhk,1
...,0
JACK,2
"For a man whose made an industry of avoiding boats, you're a quick study.",3
WILL,2
I worked passage from England as a cabin boy.,3
(an attempt at guile),4
"After my mother passed, I came out here ... looking for my father.",3
JACK,2
Is that so?,3
WILL,2
My father.,3
William Turner?,3
Jack says nothing.,1
Will has lost the patience for guile.,1
WILL,2
I'm not a simpleton.,3
At the jail it was only after you learned my name that you agreed to help.,3
(a smile),4
"Since that's what I wanted, I didn't press the matter.",3
But now -,3
{an accusation} You knew my father.,1
Jack considers his reply settles on 'truth.',1
JACK,2
I knew him.,3
Probably one of the few who knew him as William Turner.,3
"Most everyone just called him Bill, or 'Bootstrap' Bill.",3
WILL,2
Bootstrap?',3
JACK,2
Good man.,3
Good pirate.,3
"And clever -""- I never met anyone with as clever a mind and hands as him.",3
"When you were puzzling out that cell door, it was like seeing his twin.",3
WILL,2
(angry),4
That's not true.,3
JACK,2
"I swear, you look just like him.",3
WILL,2
It's not true that my father was a pirate.,3
JACK,2
Figured you wouldn't want to hear it.,3
WILL,2
He was a merchant marine!,3
"He was a respectable man who obeyed the law, and followed the rules--",3
JACK,2
(laughs),4
"You think your father is the only man who ever lived the Glasgow life, telling folk one thing, and then going off to do another?",3
"There's quite a few who come here, hoping to amass enough swag to ease the burdens of respectable life.",3
And they're all 'merchant marines.',3
WILL,2
My father did not think of my mother -his family as a burden.,3
JACK,2
Sure because he could always go pirating.,3
WILL,2
My father was not a pirate!,3
"Will's sword is out, levelled at Jack.",1
"Jack gives him a disbelieving look, sighs.",1
JACK,2
"Put it away, Will.",3
It's not worth getting beat again.,3
WILL,2
You didn't beat me.,3
You ignored the rules of engagement.,3
"In a fair fight, I'd kill you.",3
JACK,2
"Then that's not much incentive for me to fight fair, is it?",3
He kicks a lever on a wench.,1
The sail boom whips around and slams Will in the chest sweeping him off the ship.,1
His sword clatters onto the deck.,1
Will dangles above the water.,1
Jack slips a loop of rope around the wheel to hold the course.,1
Picks up the sword and pokes at Will with it.,1
"Will hand-over-hands away from the blade, to the end of the boom.",1
JACK,2
"As long as you're just hanging there, pay attention.",3
"Must, Should, do, don't, shall, shall not those are just suggestions.",3
There are only two absolute rules.,3
(ticks them off on his,4
fingers),4
JACK,2
What a man can do.,3
And what a man can I t do.,3
"Will looks away, not interested.",1
JACK,2
For instance: you can accept that your father was a pirate and still a good man... or you can't.,3
"Now me, I can sail this ship to Tortuga, by myself.",3
(Will looks alarmed),4
But I can't just let you drown.,3
Jack swings the boom back in.,1
Will drops to the deck.,1
Jack holds the hilt of the sword out.,1
Will takes it.,1
"Glares at Jack, considers what he'll do next.",1
Jack watches him coolly.,1
"Will turns and strides to his spot on the deck, sits down, and resumes sharpening his sword: shhhk shhhk shhhk",1
...,0
Jack breathes silent sigh of relief.,1
Notices his hand is shaking he takes the wheel.,1
WILL,2
Tortuga?,3
JACK,2
Oh did I forget to mention that?,3
EXT.,5
TORTUGA,5
DAY,6
"A dank and dirty port, where the tides seem to have swept together the scum of the Caribbean pirates, privateers, prostitutes, thieves, and drunkards.",1
"With its cantered, rotting docks, weatherbeaten buildings, and odd assortment of livestock running free a donkey, chickens, etc.",1
it is far less civilized than Port Royal.,1
Jack and Will move through the crowd.,1
A REDHEADED woman turns her head she has noticed Jack.,1
JACK,2
We need a crew.,3
"We can manage the ship between islands, but the open sea, that's another matter -",3
"Suddenly the Redhead SLAPS Jack, hard.",1
"Satisfied, she turns and strides off.",1
Will ignores her.,1
WILL,2
Just do it quickly.,3
JACK,2
(rubbing his jaw),4
Don't worry.,3
I've already got my Quartermaster there!,3
"Jack leads Will toward a pub: the Faithful Bride, the emblem over the door a politically incorrect painting of a smiling woman holding a bouquet in her chained-and-manacled hands.",1
"Jack pulls open the door; Will goes inside passing a pretty ASIAN women coming out she sees Jack and immediately SLAPS him, cursing something in Chinese.",1
Jack backs away -,1
INT.,5
THE FAITHFUL BRIDE,5
DAY,6
"Jack closes the door on the woman, joins Will.",1
They take in the place it is populated with a slightly higher class of scum.,1
"Jack spots a BARTENDER, smiles, moves forward and is suddenly DECKED by a waitress.",1
"This is ANAMARIA, tall, strong, tough; she didn't spill a drink off her tray.",1
ANAMARIA,2
You stole my boat.,3
JACK,2
AnaMaria!,3
Have you seen Gibbs?,3
I need to put together -,3
She SLAPS him again.,1
"Will shakes his head, heads for the bar.",1
Jack gets up.,1
JACK,2
Borrowed.,3
Borrowed your boat.,3
(off her look),4
Without permission.,3
"AnaMaria charges; Jack backs away, puts a table between them.",1
"She chases him around the table, still carrying the tray.",1
ANAMARIA,2
My dory.,3
The Jolly Mon.,3
Where is it?,3
JACK,2
Safe!,3
At Port Royal.,3
With the Royal Navy.,3
ANAMARIA,2
That boat is my livelihood!,3
JACK,2
You'll get it back.,3
Or one better.,3
ANAMARIA,2
(a threat),4
I will.,3
"Away from them, a PATRON calls for his food.",1
"AnaMaria scowls at Jack, moves away comes back for.",1
one more,1
SLAP!,5
WILL,2
Jack!,3
Over here!,3
"AT THE BAR, Will has spoken to the Bartender.",1
"Jack arrives, rubbing his chin.",1
WILL,2
He knows Gibbs.,3
The Bartender nods 'yes.',1
Then nods 'out back.',1
Then produces a water bucket from behind the bar.,1
"Jack and Will exchange a look,-and Jack takes the bucket.",1
EXT.,5
THE FAITHFUL BRIDE - REAR,5
DAY,6
"A drunken man lays in the mud, having a friendly conversation with two pigs.",1
He wears an old tattered Navy jacket.,1
"A sudden SPRAY OF WATER splashes across his face, revealing: this is old JOSHAMEE GIBBS (the man who told pirate stories to Elizabeth when she was a child).",1
He sputters and roars:,1
GIBBS,2
"Curse you for breathing, you slack-jawed idiot",3
(recognizes Jack),4
"Mother's love, Jack, you know better than to wake a man when he's sleeping.",3
It's bad luck!,3
JACK,2
"Well, fortunately, I know how to counter it.",3
"The man who did the waking buys the man who was sleeping a drink, and the man who was sleeping it drinks it while listening to a proposition.",3
GIBBS,2
"Aye, that'll about do it.",3
Jack helps Gibbs to his feet and then Gibbs is hit with a second wave of water.,1
Will stands there with the bucket.,1
GIBBS,2
"Blast it, I'm already awake!",3
WILL,2
I know.,3
That was for the smell.,3
INT.,5
THE FAITHFUL BRIDE,5
DAY,6
"Jack and Gibbs sit at a table in the shadows, a single candle illumining them, speaking in hushed voices.",1
"Will is away from them, at the door, hand on sword, keeping a look- out.",1
A tankard is set down.,1
Gibbs lifts it to take a swig -,1
JACK,2
Just the one.,3
Gibbs pauses.,1
He takes a dainty sip.,1
GIBBS,2
"Make it_ast, then.",3
"Now, what's the nature of this venture of yours?",3
JACK,2
First have you found me a crew?,3
GIBBS,2
"Oh, there's a hard tale, Jack.",3
Most of the decent pirates in town won't sail with you seem to think you're a jinx.,3
JACK,2
"Now where, I wonder, would they have gotten that idea?",3
Gibbs evades answering by taking a long sip.,1
Jack leans forward.,1
Gibbs leans forward.,1
JACK,2
I'm going after the Black Pearl.,3
Gibbs straightens up like he's been hit.,1
He stares.,1
He reaches for the drink as if to down it but then sets it back down.,1
He leans forwards again.,1
Jack has not moved.,1
GIBBS,2
Say again?,3
JACK,2
Ilm going after the Black Pearl.,3
"I know where its going to be, and I'm going to take it.",3
GIBBS,2
"Jack, it's a fool's errand: You've heard the tales they tell about the Pearl.",3
JACK,2
"Aye, and that's why I know where it's going to be, and that's why I know what Barbossa is up to.",3
All I need is a crew.,3
GIBBS,2
(shakes his head),4
A fool's errand.,3
JACK,2
Not if the fool has something Barbossa wants.,3
Something he needs.,3
GIBBS,2
"And you've got that, have you?",3
"ANGLE ON: Jack, as he smiles enigmatically, and shifts his eyes' behind him, Will, still on guard, glares a sailor away from the table.",1
JACK,2
"Back there, guarding the door is the son of old Bootstrap Bill Turner.",3
Gibbs' eyes widen over the edge of the tankard.,1
Peers at Will.,1
"Then smiles, with more missing teeth than good ones.",1
GIBBS,2
"Well, lookee there.",3
"I'll allow you may be onto something, Jack.",3
"(considers, nods)",4
There's bound to be sailors on this rock crazy as you.,3
I'll find some men.,3
"Gibbs downs the drink, SLAMS the tankard on the table.",1
"Will reacts to the sound, draws both sword and dagger, kicks over a table for cover, and whirls on anyone who moves.",1
GIBBS,2
"Kid's a bit of a stick, isn't he?",3
JACK,2
That he is.,3
EXT.,5
TORTUGA - DOCK - LATER,5
DAY,6
"On the docks, a disheveled, motley and weatherbeaten group of about a dozen swabs stand in a ragged line-up.",1
GIBBS,2
"Feast your eyes, Cap'n.",3
"All of 'em good sea-faring men, faithful hands before the mast, every one worth his salt --",3
"(sotto, making his point)",4
"and crazy, to boot.",3
Jack holds up a hand enough.,1
"He moves down the line, Gibbs at his side.",1
"Then he notices AnaMaria in line, dressed like a man, He raises an eyebrow.",1
ANAMARIA,2
You owe me a boat.,3
"Jack nods, continues.",1
"One sailor is quite fat, another thin and sickly.",1
Jack is not happy with his choices.,1
"He stops in front of COTTON, a short sailor with a large, colorful PARROT on his shoulder.",1
Jack raises an eyebrow.,1
GIBBS,2
"Cotton here is mute, sir.",3
Poor devil had his tongue cut out --,3
Cotton opens his mouth to show this -- Jack grimaces.,1
GIBBS,2
"so he went and trained the parrot to do the talking for him, nobody knows how.",3
"Nobody knows the parrot's name, neither, so we just call it 'Cotton's parrot.'",3
Jack decides to test this.,1
JACK,2
Mr. Cotton.,3
"Do you have the courage and fortitude to follow orders and stay true, in the face danger, and almost certain death?",3
"Cotton lifts the parrot off his shoulder, raises it --",1
COTTON'S PARROT,2
Wind in your SAILS!,3
Wind in your SAILS!,3
GIBBS,2
"Mostly, that seem to mean 'yes.'",3
"Cotton nods vigorously, lowers the parrot, and it goes silent.",1
Jack shakes his head.,1
Steps back.,1
JACK,2
That goes for the rest of you!,3
Danger and near certain death.,3
(turns away),4
"For we are to sail for the Isla de Muerta, to rescue the daughter of Governor Swann.",3
An equal share of the reward shall be -,3
"Jack hears movement, looks back several potential crew members back away in fright; first one, then another, turn and run, followed by more.",1
"Soon just a half dozen are left, including Cotton (with parrot) and AnaMaria.",1
WILL,2
"Shut up, before you lose them all!",3
JACK,2
These are the only ones worth having.,3
(glances at the sky),4
And we're going to need them-,3
EXT. H. M. S. INTE,5
RCEPTOR,5
DAY,6
A FLASH of lightening and the CRACK of thunder.,1
The canvas of every sail is stretched taut.,1
"The ship rocks as it drops into the valley of huge swell, climbs up the other side.",1
"On board, the new crew members scurry about their tasks, pulling lines and trimming sails.",1
"Excellent sailors, it takes everything they have to keep the ship afloat.",1
AnaMaria is at the helm.,1
Gibbs staggers along the deck.,1
GIBBS,2
"That fool will have us lose the canvas, and the masts besides!",3
"On Jack, a ROARING wind blowing back his hair, eyes intent on their course.",1
Gibbs climbs the tilted deck toward him.,1
GIBBS,2
"Werd best drop canvas, sirl",3
JACK,2
She can hold a bit longer.,3
"The wind picks up, howling.",1
Jack smiles.,1
GIBBS,2
(shouts),4
What's in your head to put you in such a fine mood?,3
JACK,2
(shouts),4
We're catching up!,3
"Jack turns back to the sea, enjoying himself.",1
Gibbs stares at him like he's a crazy man.',1
INT.,5
BLACK PEARL - CAPTAIN'S CABIN,5
DAY,6
The sound of RAIN pounds down on the deck above then suddenly stops.,1
"Elizabeth moves to the stern windows, looks out at the rolling sea below no escape there.",1
"She hears the sound of a VQICE calling, gazes up, wondering",1
-,0
EXT.,5
BLACK PEARL - CROW' S NEST,5
DAY,6
"High on the main mast, Twigg cups his hands to his face, calls down:",1
TWIGG,2
Isla de Muerta!,3
"Isla de Muerta, off the port bow!",3
"ON DECK, Barbossa moves to the rail.",1
The storm clouds are breaking up.,1
"On the horizon is a dark, ominous shape: ISLA DE MUERTA.",1
Mostly sheer unfriendly cliffs that shoot straight into the water.,1
It is surrounded by a slate grey sea.,1
"Barbossa grasps the rail with both hands, his expression a mixture of loathing and fear.",1
"Jacoby approaches, hesitant.",1
JACOBY,2
"Orders, Captain?",3
BARBOSSA,2
"Bring her in, not too close.",3
"I won't brave the reef, not until high tide.",3
We lay anchor before dark.,3
"Jacoby nods, backs away.",1
Barbossa continues to stare -,1
BARBOSSA,2
"... that is, if it first doesn't sink back down to hell from where it came.",3
EXT.,5
CARIBBEAN SEA,5
DAY,6
"The Interceptor, on open waters, glorious, her white sails set wing-to-wing.",1
EXT. H.M.S. INTE,5
RCEPTOR,5
DAY,6
"CLOSE ON: Jack's compass, cradled in both hands.",1
Jack leans over and studies it almost like he's praying.,1
ON THE COMPASS the face shows old-fashioned rose petal style direction markers below a quivering indicator that settles on southeast.,1
